plot_key,lat6,lon6,district,block,habitation,site_polygon,n_records,n_trees,loreys_h_m,loreys_h_tree_m,h_top5_m,crown_cover_pct,sal_ba_frac,n_species,dbh_mean_cm,no_tree_record,sp_ba_json,v120_3ha_merged_id,v120_3ha_merged_cluster,v120_3ha_merged_area_ha,v120_3ha_merged_bdist_m,v120_3ha_snic_id,v120_3ha_snic_cluster,v120_3ha_snic_area_ha,v120_3ha_snic_bdist_m,v120_3ha_dissolved_id,v120_3ha_dissolved_cluster,v120_3ha_dissolved_area_ha,v120_3ha_dissolved_bdist_m
18.602419_82.818844,18.602419,82.818844,KORAPUT,SEMILIGUDA,HATIMUNDA,,15,5,4.9410596026490055,5.051547710411871,4.8,18.0,0.0,3,12.350423583931079,False,"{""aegle marmelos"": 0.716, ""anacardium occidentale"": 24.908, ""cipadessa baccifera"": 1.989, ""madhuca indica"": 140.375, ""mangifera indica"": 241.04, ""mimosa pudica"": 0.716, ""pongamia pinnata"": 3.979, ""syzygium cumini"": 244.621, ""ziziphus oenoplia"": 2.546}",87.0,1.0,2.2868669803623827,8.852106429445291,-264068891.0,1.0,0.2507526733965389,1.1478934271001122,269.0,1.0,41.07017364885817,11.74416452300782
18.604711_82.818115,18.604711,82.818115,KORAPUT,SEMILIGUDA,HATIMUNDA,,15,6,4.728705067128627,4.877546401086464,5.0,18.0,0.0,2,8.169953745383962,False,"{""acacia auriculiformis"": 231.491, ""anacardium occidentale"": 120.082, ""bixa orellana"": 1.989, ""buchanania lanzan"": 2.865, ""climber2 nihali"": 2.865, ""grewia eriocarpa"": 0.318, ""pandaka"": 0.716, ""shrub bhandari"": 2.865, ""termanalia chebula"": 1.989, ""ziziphus oenoplia"": 2.308}",82.0,2.0,2.0260836920088696,8.230736265053334,1141196633.0,2.0,0.3811444148379189,8.230736265053334,255.0,2.0,0.8983456156550587,30.92552479886323
18.614284_82.839737,18.614284,82.839737,KORAPUT,SEMILIGUDA,BARIGUDA,,17,12,8.783990871053632,8.925670972232965,10.0,48.0,0.0,5,10.000235590940758,False,"{""hadjam"": 38.515, ""other"": 66.925, ""pterocarpus marsupium"": 296.665, ""syzygium cumini"": 402.503, ""terminalia bellirica"": 241.438}",260.0,1.0,1.8354675227703416,0.6404191450786191,481755197.0,1.0,0.5014939418288858,0.6404191450786191,243.0,1.0,22.38148224853241,86.14494474277902
18.614533_82.839458,18.614533,82.839458,KORAPUT,SEMILIGUDA,BARIGUDA,,15,10,7.578799169313462,7.860804466438269,9.4,58.0,0.0,4,8.88084582452776,False,"{""hadjam"": 132.735, ""other"": 162.577, ""syzygium cumini"": 289.185, ""terminalia bellirica"": 66.925}",260.0,1.0,1.8354675227703416,11.901274479463746,1105554846.0,1.0,0.4413148064064584,9.282796724228907,243.0,1.0,22.38148224853241,104.48118309678843
18.615426_82.839528,18.615426,82.839528,KORAPUT,SEMILIGUDA,BARIGUDA,,13,6,10.696006364359587,11.172695772695771,10.6,58.0,0.0,5,10.769484482551585,False,"{""bixa orellana"": 2.546, ""hadjam"": 7.958, ""ichnocarpus frutescens"": 62.389, ""mangifera indica"": 198.944, ""other"": 85.546, ""pterocarpus marsupium"": 159.871, ""shrub bhandari"": 6.446, ""syzygium cumini"": 76.474}",252.0,1.0,2.69803949264817,27.300363428316146,78756928.0,1.0,0.45134457248819754,7.287978384282059,243.0,1.0,22.38148224853241,158.19754898626888
18.615788_82.855314,18.615788,82.855314,KORAPUT,SEMILIGUDA,KONDASRIMUNDA,,12,0,1.2032085561497323,,1.4,0.0,0.0,0,,True,"{""cassia fistula"": 3.263, ""cipadessa baccifera"": 4.854, ""lantana camara"": 10.425, ""shrub22 indirabuta"": 11.22}",294.0,1.0,2.8283805500605803,11.955049774095032,505113236.0,1.0,0.7421993156625661,3.4332077123116984,242.0,1.0,15.743591233877671,180.32252133608986
18.615818_82.85548,18.615818,82.85548,KORAPUT,SEMILIGUDA,KONDASRIMUNDA,,9,0,1.517817109144543,,1.7,0.0,0.0,0,,True,"{""aegle marmelos"": 0.716, ""cipadessa baccifera"": 3.263, ""lantana camara"": 4.854, ""shrub22 indirabuta"": 18.144}",294.0,1.0,2.8283805500605803,8.453198971552153,505113236.0,1.0,0.7421993156625661,8.453198971552153,242.0,1.0,15.743591233877671,168.00312634203775
18.615834_82.855468,18.615834,82.855468,KORAPUT,SEMILIGUDA,KONDASRIMUNDA,,7,0,1.3458937198067638,,1.6,0.0,0.0,0,,True,"{""albizia lebbeck"": 1.273, ""cassia fistula"": 5.093, ""cipadessa baccifera"": 1.273, ""shrub22 indirabuta"": 8.833}",294.0,1.0,2.8283805500605803,6.695259059627588,505113236.0,1.0,0.7421993156625661,6.695259059627588,242.0,1.0,15.743591233877671,170.08972589280972
18.616194_82.856297,18.616194,82.856297,KORAPUT,SEMILIGUDA,KONDASRIMUNDA,,9,0,1.0003603603603604,,1.2,0.0,0.0,0,,True,"{""bixa orellana"": 5.093, ""cipadessa baccifera"": 11.698, ""lantana camara"": 6.446, ""shrub22 indirabuta"": 3.263}",294.0,1.0,2.8283805500605803,19.77198699504337,220301963.0,1.0,0.34101022064201386,3.903374665359824,242.0,1.0,15.743591233877671,133.47456856182737
18.616558_82.841079,18.616558,82.841079,KORAPUT,SEMILIGUDA,BARIGUDA,,17,9,8.107583242762573,8.71648,9.4,63.0,0.0,5,9.86760647169751,False,"{""albizia lebbeck"": 62.389, ""anacardium semecarpus"": 38.515, ""bauhinia vahlii"": 19.417, ""bixa orellana"": 5.093, ""hadjam"": 61.195, ""other"": 23.396, ""pterocarpus marsupium"": 62.389, ""syzygium cumini"": 533.01}",262.0,1.0,1.835466728859971,27.8010559066579,-1030683926.0,1.0,0.28083627611662043,0.31613673272865367,243.0,1.0,22.38148224853241,88.99800422410881
18.616631_82.839986,18.616631,82.839986,KORAPUT,SEMILIGUDA,BARIGUDA,,13,7,8.692373238509152,9.04871020856202,9.2,58.0,0.0,6,10.004024994347706,False,"{""albizia lebbeck"": 161.144, ""bauhinia vahlii"": 1.273, ""bixa orellana"": 7.958, ""hadjam"": 71.62, ""ichnocarpus frutescens"": 120.401, ""other"": 64.776, ""pterocarpus marsupium"": 49.736, ""syzygium cumini"": 127.324}",262.0,1.0,1.835466728859971,14.25423156196075,1739985589.0,1.0,0.6820314674765746,14.254231597647692,243.0,1.0,22.38148224853241,26.409388454764155
18.616679_82.843587,18.616679,82.843587,KORAPUT,SEMILIGUDA,BARIGUDA,,13,6,6.534508920526222,7.080769994046437,7.2,68.0,0.0,4,8.965728460843438,False,"{""anacardium semecarpus"": 49.736, ""bauhinia vahlii"": 3.899, ""bixa orellana"": 5.093, ""hadjam"": 13.449, ""ichnocarpus frutescens"": 76.474, ""mangifera indica"": 140.375, ""other"": 142.364, ""pitamari"": 5.093, ""ziziphus oenoplia"": 5.093}",279.0,4.0,2.5977289269320885,28.648927392537015,-447129479.0,4.0,0.45134287186642724,6.978415498161387,239.0,4.0,10.911712818543934,31.981474377879916
18.616705_82.856253,18.616705,82.856253,KORAPUT,SEMILIGUDA,KONDASRIMUNDA,,11,0,1.1312968299711816,,1.346,0.0,0.0,0,,True,"{""cipadessa baccifera"": 7.958, ""dhudur nai"": 0.318, ""lantana camara"": 9.947, ""shrub22 indirabuta"": 9.39}",297.0,1.0,2.828378433286805,10.608029142405782,1294985055.0,1.0,0.2808319509499649,10.608029142405782,242.0,1.0,15.743591233877671,118.90856086594444
18.616708_82.839955,18.616708,82.839955,KORAPUT,SEMILIGUDA,BARIGUDA,,17,9,7.521226294585831,8.017945219855179,9.0,53.0,0.0,3,10.00907753222364,False,"{""bixa orellana"": 11.459, ""hadjam"": 11.459, ""mangifera indica"": 488.685, ""other"": 248.52, ""syzygium cumini"": 49.736}",262.0,1.0,1.835466728859971,10.895327597911676,1739985589.0,1.0,0.6820314674765746,10.895327613799514,243.0,1.0,22.38148224853241,17.513209960780486
18.616768_82.842999,18.616768,82.842999,KORAPUT,SEMILIGUDA,BARIGUDA,,18,10,10.17824655369216,10.814908342686119,12.4,58.0,0.0,4,10.185916357881302,False,"{""bixa orellana"": 11.459, ""buchanania lanzan"": 31.831, ""holarrhena antidysenterica"": 21.645, ""other"": 343.536, ""syzygium cumini"": 448.101, ""termanalia chebula"": 49.736}",272.0,1.0,2.8585092370144403,3.747729002333507,820032597.0,1.0,0.39116400929519757,3.747729002333507,243.0,1.0,22.38148224853241,9.040279250621943
18.616998_82.84222,18.616998,82.84222,KORAPUT,SEMILIGUDA,BARIGUDA,,14,8,6.6649926241599715,7.453469010175763,8.4,63.0,0.0,5,8.236268305005584,False,"{""anacardium semecarpus"": 53.794, ""bixa orellana"": 19.417, ""ichnocarpus frutescens"": 62.389, ""mangifera indica"": 175.946, ""other"": 119.127, ""syzygium cumini"": 49.736, ""ziziphus oenoplia"": 5.093}",273.0,1.0,2.1764792636105743,2.2597428314351693,-327387948.0,1.0,0.5817314850187539,2.259742845482885,243.0,1.0,22.38148224853241,76.2032753325456
18.617277_82.841366,18.617277,82.841366,KORAPUT,SEMILIGUDA,BARIGUDA,,17,12,9.111511072928598,9.709102028335542,11.4,58.0,0.0,6,8.939202636994787,False,"{""ailanthus excelsa"": 97.482, ""albizia lebbeck"": 202.763, ""grewia eriocarpa"": 5.093, ""other"": 228.387, ""syzygium cumini"": 116.183, ""termanalia chebula"": 134.008, ""terminalia bellirica"": 49.736}",272.0,1.0,2.8585092370144403,12.302680510827484,1829471948.0,1.0,1.0130154009569199,2.302680868420897,243.0,1.0,22.38148224853241,14.124715746818083
18.624624_82.933586,18.624624,82.933586,KORAPUT,SEMILIGUDA,KHASUGUDA,,3,2,4.550139240275932,4.5772477064220185,3.433333333333333,48.0,0.0,2,5.252113122032546,False,"{""arbor tristis"": 0.351, ""artocarpus heterophyllus"": 22.998, ""mangifera indica"": 20.372}",604.0,4.0,2.0458951901759166,3.35556305355391,-1553653457.0,4.0,0.351011272713103,3.35556305355391,,,,
18.637046_82.971078,18.637046,82.971078,KORAPUT,SEMILIGUDA,KHASUGUDA,,35,15,4.42978942208515,4.888239457243264,6.4,33.0,0.0,12,22.366574669181027,False,"{""aganosma caryophyllata"": 1.989, ""albizia lebbeck"": 236.982, ""arbor tristis"": 2.865, ""artocarpus heterophyllus"": 147.139, ""bauhinia vahlii"": 548.209, ""bauhinia variegata"": 1010.395, ""bixa orellana"": 338.204, ""bombax ceiba"": 548.209, ""calotropis gigantea"": 1.989, ""cipadessa baccifera"": 1.989, ""combretum roxburghii"": 1.989, ""diospyros melanoxylon"": 1.989, ""emblica officinal"": 13.449, ""euphorbia nivulia"": 26.897, ""gardenia gummifera"": 13.449, ""gmelina arborea"": 147.139, ""mangifera indica"": 1.989, ""other"": 161.144, ""pongamia pinnata"": 147.139, ""pterocarpus marsupium"": 1674.071, ""santalum album"": 496.643, ""syzygium cumini"": 580.836, ""termanalia chebula"": 755.827, ""terminalia bellirica"": 616.248, ""ziziphus oenoplia"": 315.525}",1037.0,3.0,2.366722038175779,5.93489479863195,2129765542.0,3.0,0.7922497073972481,5.93489479863195,188.0,3.0,35.340688371915725,6.668603398165679
18.637227_82.968882,18.637227,82.968882,KORAPUT,SEMILIGUDA,KHASUGUDA,,24,10,8.20760012658558,8.260449558557287,7.0,38.0,0.0,10,53.47606087887683,False,"{""aganosma caryophyllata"": 1.989, ""anacardium occidentale"": 548.209, ""arbor tristis"": 1.989, ""bauhinia vahlii"": 5.093, ""bixa orellana"": 548.209, ""bombax ceiba"": 19894.368, ""cassia fistula"": 1.989, ""diospyros melanoxylon"": 11.539, ""emblica officinal"": 461.629, ""euphorbia nivulia"": 296.108, ""gmelina arborea"": 3.899, ""indigofera cassioides"": 5.093, ""jasminum arborescens"": 6.446, ""mangifera indica"": 24600.261, ""pongamia pinnata"": 223.533, ""psidium guajava"": 1.989, ""syzygium cumini"": 429.161, ""tamarindus indica"": 616.248, ""termanalia chebula"": 548.209, ""terminalia arjuna"": 574.947, ""woodfordia fruticosa"": 1.989}",1031.0,3.0,1.8151562097415264,2.301181988644739,863598047.0,3.0,0.7320798814322066,1.017085229657843,188.0,3.0,35.340688371915725,76.8089492452891
18.637924_82.967885,18.637924,82.967885,KORAPUT,SEMILIGUDA,KHASUGUDA,,24,10,5.751251227543181,5.616152149944874,13.8,33.0,0.0,8,22.600001919049138,False,"{""albizia lebbeck"": 242.711, ""bauhinia vahlii"": 6.446, ""cipadessa baccifera"": 387.861, ""diospyros ferrea"": 1.273, ""diospyros melanoxylon"": 191.066, ""emblica officinal"": 254.648, ""euphorbia nivulia"": 223.533, ""ficus religiosa"": 616.248, ""haldina cordifolia"": 168.386, ""indigofera cassioides"": 147.139, ""jasminum arborescens"": 1.273, ""mangifera indica"": 1.989, ""pongamia pinnata"": 561.499, ""psidium guajava"": 1.273, ""smilax zeylanica"": 5.093, ""syzygium cumini"": 2035.433, ""termanalia chebula"": 267.699, ""ziziphus oenoplia"": 396.694}",1018.0,3.0,2.4970972772715427,5.017659477180033,1068809818.0,3.0,0.34096912232029075,5.017659477180033,188.0,3.0,35.340688371915725,59.44988886181488
18.6389_82.971745,18.6389,82.971745,KORAPUT,SEMILIGUDA,KHASUGUDA,,26,13,4.463643396500879,5.063444432536706,6.8,58.0,0.0,11,21.620586884637476,False,"{""albizia lebbeck"": 1232.655, ""anacardium occidentale"": 779.939, ""artocarpus heterophyllus"": 223.533, ""bauhinia vahlii"": 240.722, ""bombax ceiba"": 401.15, ""cipadessa baccifera"": 13.449, ""diospyros melanoxylon"": 424.068, ""emblica officinal"": 173.479, ""euphorbia nivulia"": 20.372, ""gardenia gummifera"": 91.992, ""gmelina arborea"": 147.139, ""saraca asoca"": 1.273, ""smilax zeylanica"": 133.77, ""syzygium cumini"": 417.066, ""termanalia chebula"": 705.136, ""terminalia bellirica"": 563.488, ""wrightia arborea"": 147.139, ""ziziphus oenoplia"": 301.201}",1055.0,5.0,2.3065469457208323,27.602035636969305,-254885868.0,5.0,0.2908253552542385,7.868743046502125,180.0,5.0,44.97387563408495,155.8495346093262
18.639738_82.971846,18.639738,82.971846,KORAPUT,SEMILIGUDA,KHASUGUDA,,29,11,7.939191120585781,8.701042264295276,8.0,63.0,0.0,10,32.872730064071476,False,"{""albizia lebbeck"": 907.581, ""bauhinia vahlii"": 629.697, ""bombax ceiba"": 9750.23, ""calotropis gigantea"": 42.096, ""cipadessa baccifera"": 133.77, ""climber11 mardhamal"": 548.209, ""emblica officinal"": 11.459, ""euphorbia nivulia"": 147.139, ""ficus religiosa"": 224.806, ""gmelina arborea"": 548.209, ""mangifera indica"": 1.273, ""mimosa pudica"": 17.905, ""pitamari"": 161.144, ""pongamia pinnata"": 240.722, ""saraca asoca"": 424.068, ""syzygium cumini"": 915.061, ""tamarindus indica"": 713.173, ""termanalia chebula"": 688.266, ""terminalia bellirica"": 825.696, ""ziziphus oenoplia"": 240.722}",1068.0,5.0,2.1160032498005883,0.3794266832610047,-440498090.0,5.0,0.13036999046835804,0.3794266832610047,180.0,5.0,44.97387563408495,168.02489417778173
18.639916_82.968455,18.639916,82.968455,KORAPUT,SEMILIGUDA,KHASUGUDA,,15,6,5.826089461450969,6.237853439521085,6.2,28.0,0.0,6,24.085448054573494,False,"{""bauhinia vahlii"": 2.865, ""cassia fistula"": 616.248, ""cipadessa baccifera"": 1.273, ""euphorbia nivulia"": 223.533, ""ficus religiosa"": 147.139, ""jasminum arborescens"": 2.865, ""mangifera indica"": 894.132, ""mimosa pudica"": 1.989, ""morinda tinctoria"": 588.555, ""syzygium cumini"": 3.263, ""termanalia chebula"": 186.211, ""terminalia bellirica"": 550.199}",1023.0,5.0,2.62746559658274,28.904149416509004,-1345670189.0,5.0,0.5916812221704437,6.149052713054565,180.0,5.0,44.97387563408495,26.56451734420508
18.640693_82.972283,18.640693,82.972283,KORAPUT,SEMILIGUDA,KHASUGUDA,,26,9,5.568594503213712,6.197808103939804,7.0,43.0,0.0,8,21.008452488130185,False,"{""artocarpus heterophyllus"": 1737.972, ""bauhinia vahlii"": 713.81, ""cassia florid"": 0.716, ""cipadessa baccifera"": 147.855, ""climber11 mardhamal"": 42.096, ""emblica officinal"": 161.144, ""euphorbia nivulia"": 92.946, ""gmelina arborea"": 561.499, ""jasminum arborescens"": 0.716, ""lagerstroemia parviflora"": 0.716, ""mangifera indica"": 0.318, ""pongamia pinnata"": 240.722, ""saraca asoca"": 223.533, ""syzygium cumini"": 208.254, ""termanalia chebula"": 232.048, ""terminalia bellirica"": 249.555, ""ziziphus oenoplia"": 140.375}",1065.0,5.0,2.747796444907405,13.398335456174342,1240301300.0,5.0,0.4813657445531108,6.9719314885604815,180.0,5.0,44.97387563408495,158.55205501576373
18.641832_82.972375,18.641832,82.972375,KORAPUT,SEMILIGUDA,KHASUGUDA,,26,11,5.91779884160368,5.939787850651358,6.8,38.0,0.0,9,17.796416363911934,False,"{""aganosma caryophyllata"": 13.449, ""albizia lebbeck"": 588.873, ""bauhinia vahlii"": 1019.069, ""cipadessa baccifera"": 0.637, ""emblica officinal"": 526.246, ""euphorbia nivulia"": 2.865, ""gmelina arborea"": 215.177, ""jasminum arborescens"": 0.318, ""mangifera indica"": 249.555, ""mimosa pudica"": 0.716, ""pterocarpus marsupium"": 223.533, ""santalum album"": 0.318, ""saraca asoca"": 147.139, ""syzygium cumini"": 212.79, ""tamarindus indica"": 232.048, ""terminalia bellirica"": 439.745, ""ziziphus oenoplia"": 1.989}",1083.0,5.0,2.9383310265212783,2.7913568275903087,374203633.0,5.0,0.8624463506106055,2.7913568275903087,180.0,5.0,44.97387563408495,116.16396666126978
18.641893_82.969522,18.641893,82.969522,KORAPUT,SEMILIGUDA,KHASUGUDA,,21,9,6.315400737702093,7.329091680300551,8.2,28.0,0.0,7,22.52926638878607,False,"{""acacia auriculiformis"": 168.386, ""aganosma caryophyllata"": 0.318, ""albizia lebbeck"": 459.639, ""artocarpus heterophyllus"": 5.093, ""bombax ceiba"": 240.722, ""cassia florid"": 1.273, ""cipadessa baccifera"": 20.372, ""diospyros melanoxylon"": 3.899, ""emblica officinal"": 2.865, ""euphorbia nivulia"": 66.925, ""ocimum sanctum"": 223.533, ""pongamia pinnata"": 168.386, ""pterocarpus marsupium"": 183.346, ""saraca asoca"": 496.643, ""smilax zeylanica"": 13.449, ""syzygium cumini"": 2214.959, ""termanalia chebula"": 193.055, ""ziziphus oenoplia"": 154.062}",1015.0,2.0,2.1661555078146795,6.23209886872335,-1839822162.0,2.0,0.5014243525681673,6.23209886872335,176.0,2.0,3.6965844469523583,16.6208155155838
18.644529_82.974055,18.644529,82.974055,KORAPUT,SEMILIGUDA,KHASUGUDA,,23,10,10.048558120168467,10.269672343604679,9.0,48.0,0.0,7,21.294931385695598,False,"{""bauhinia vahlii"": 134.088, ""cipadessa baccifera"": 5.285, ""diospyros melanoxylon"": 206.981, ""holoptelea integrifolia"": 0.716, ""jasminum arborescens"": 0.716, ""mangifera indica"": 3151.347, ""other"": 624.047, ""pitamari"": 11.459, ""santalum album"": 806.199, ""syzygium cumini"": 147.457, ""termanalia chebula"": 140.375, ""terminalia bellirica"": 147.139, ""ziziphus oenoplia"": 0.351}",1093.0,3.0,2.075882642950235,9.281598787264377,-1543495673.0,3.0,0.37105175877756286,0.7184007492290626,171.0,3.0,11.288084734133253,9.054714258465301
18.652406_82.811505,18.652406,82.811505,KORAPUT,SEMILIGUDA,SAKIAGUDA,,14,8,6.57339947089947,7.388440607993997,8.2,68.0,0.0,5,8.156690833459637,False,"{""aegle marmelos"": 9.629, ""bixa orellana"": 7.958, ""bridelia squamosa/retusa"": 62.389, ""emblica officinal"": 38.515, ""holarrhena antidysenterica"": 50.373, ""other"": 124.618, ""pterocarpus marsupium"": 187.803}",13.0,1.0,1.6048190359289187,18.03408042336924,1215649893.0,1.0,1.0030121589428975,4.210173404406248,163.0,1.0,9.566964477836766,56.02123399615131
18.652437_82.811106,18.652437,82.811106,KORAPUT,SEMILIGUDA,SAKIAGUDA,,16,10,6.660500525486073,6.85917592843589,7.8,58.0,0.0,6,8.594366926962348,False,"{""bauhinia vahlii"": 1.273, ""bixa orellana"": 49.736, ""bridelia squamosa/retusa"": 66.925, ""holarrhena antidysenterica"": 201.729, ""other"": 133.133, ""pterocarpus marsupium"": 76.474, ""streblus asper"": 76.474}",13.0,1.0,1.6048190359289187,40.47211093936967,1215649893.0,1.0,1.0030121589428975,33.67596219839294,163.0,1.0,9.566964477836766,57.91202051000178
18.65244_82.811768,18.65244,82.811768,KORAPUT,SEMILIGUDA,SAKIAGUDA,,17,10,6.683410285714285,7.38390014010954,8.8,68.0,0.0,9,8.817183847291002,False,"{""albizia lebbeck"": 76.474, ""bixa orellana"": 116.183, ""cassia fistula"": 50.373, ""emblica officinal"": 62.389, ""holarrhena antidysenterica"": 67.641, ""mangifera indica"": 103.132, ""other"": 35.094, ""pterocarpus marsupium"": 49.736, ""schleichera oleosa"": 53.794, ""streblus asper"": 81.487}",13.0,1.0,1.6048190359289187,1.9877971050874697,182730381.0,1.0,0.12036139764836032,1.9877971050874697,163.0,1.0,9.566964477836766,60.95609202012302
18.652644_82.812857,18.652644,82.812857,KORAPUT,SEMILIGUDA,SAKIAGUDA,,13,7,6.11568361581921,6.536737989503433,7.2,78.0,0.0,3,8.457948404312152,False,"{""bixa orellana"": 165.919, ""other"": 82.124, ""pterocarpus marsupium"": 174.513}",25.0,5.0,1.6950878220057133,19.1066532790173,-1514587572.0,5.0,0.42126433820059295,19.1066532790173,165.0,5.0,4.774070152723954,23.764821717598487
18.652647_82.812143,18.652647,82.812143,KORAPUT,SEMILIGUDA,SAKIAGUDA,,16,12,9.54607604964352,10.042982334121577,10.6,58.0,0.0,7,7.400704853773134,False,"{""bixa orellana"": 78.463, ""cassia fistula"": 25.783, ""haldina cordifolia"": 81.487, ""other"": 36.287, ""schleichera oleosa"": 259.98, ""shrub4 badari"": 35.094, ""unidentified tree"": 85.625}",18.0,1.0,1.825480569815905,16.77898861158372,1865483022.0,1.0,0.8324992784028409,4.559140681953086,163.0,1.0,9.566964477836766,15.255420368138065
18.652919_82.810902,18.652919,82.810902,KORAPUT,SEMILIGUDA,SAKIAGUDA,,22,14,8.093434569004021,8.347792647285033,10.0,58.0,0.0,9,9.458350903746922,False,"{""aegle marmelos"": 56.42, ""bixa orellana"": 179.049, ""emblica officinal"": 49.736, ""holarrhena antidysenterica"": 3.899, ""other"": 233.48, ""pitamari"": 3.899, ""psidium guajava"": 31.831, ""pterocarpus marsupium"": 216.849, ""schleichera oleosa"": 62.389, ""syzygium cumini"": 169.102, ""terminalia bellirica"": 62.389}",13.0,1.0,1.6048190359289187,9.89242448664899,1215649893.0,1.0,1.0030121589428975,9.89242448664899,163.0,1.0,9.566964477836766,23.331107422432197
18.653207_82.811814,18.653207,82.811814,KORAPUT,SEMILIGUDA,KHARAGUDA,,13,7,7.510416925948974,8.46235045742435,8.6,78.0,0.0,4,6.275252041909016,False,"{""albizia lebbeck"": 66.925, ""bixa orellana"": 52.203, ""grewia eriocarpa"": 7.958, ""holarrhena antidysenterica"": 5.093, ""indigofera cassioides"": 5.093, ""other"": 81.567, ""pitamari"": 5.093, ""pterocarpus marsupium"": 31.831}",18.0,1.0,1.825480569815905,37.041006614329824,1865483022.0,1.0,0.8324992784028409,0.29817441516735843,163.0,1.0,9.566964477836766,34.31516483619713
18.653365_82.811206,18.653365,82.811206,KORAPUT,SEMILIGUDA,KHARAGUDA,,15,10,14.622281768864054,15.30783807062877,16.2,63.0,0.0,8,7.289296393608806,False,"{""albizia lebbeck"": 49.736, ""anacardium semecarpus"": 46.155, ""buchanania lanzan"": 46.155, ""holarrhena antidysenterica"": 7.958, ""other"": 12.175, ""pterocarpus marsupium"": 133.77, ""schleichera oleosa"": 76.474, ""termanalia chebula"": 28.727, ""terminalia elliptica"": 45.837, ""unidentified tree"": 37.083}",18.0,1.0,1.825480569815905,0.20122165543817663,107897758.0,1.0,0.21063251539286668,0.20122165543817663,162.0,5.0,5.293957987587994,3.075979942118132
18.653369_82.81268,18.653369,82.81268,KORAPUT,SEMILIGUDA,SAKIAGUDA,,15,9,9.581158737635421,10.233702956989248,10.2,63.0,0.0,3,7.710172798674042,False,"{""holarrhena antidysenterica"": 57.694, ""other"": 109.339, ""pterocarpus marsupium"": 339.796}",25.0,5.0,1.6950878220057133,18.18489236755924,-293704174.0,5.0,0.6820470930092096,18.18489236755924,165.0,5.0,4.774070152723954,24.30180760357768
18.676799_82.963237,18.676799,82.963237,KORAPUT,SEMILIGUDA,BARAKANTI,,13,11,7.098069379278516,7.1516237053189,7.8,48.0,0.0,3,10.61997529358647,False,"{""bixa orellana"": 76.474, ""other"": 557.201, ""syzygium cumini"": 399.638, ""tree pitipordo"": 1.273}",963.0,3.0,2.296525432027221,7.0996577717610245,204160835.0,3.0,0.391111490080158,7.0996577717610245,131.0,3.0,92.91354560052227,18.623901944565684
18.677433_82.964683,18.677433,82.964683,KORAPUT,SEMILIGUDA,BARAKANTI,,16,13,9.623017165185841,9.65870753703098,10.4,38.0,0.0,4,12.120261050844338,False,"{""bixa orellana"": 236.186, ""gardenia gummifera"": 194.249, ""other"": 889.04, ""shrub1 orli"": 1.273, ""tree pitipordo"": 389.93}",976.0,3.0,2.5271781469011523,42.97065665911114,-239594912.0,3.0,0.2306552034141101,4.770241954771901,131.0,3.0,92.91354560052227,89.5420478625932
18.678063_82.960975,18.678063,82.960975,KORAPUT,SEMILIGUDA,BARAKANTI,,12,8,9.337366936584479,9.381743119266055,9.8,38.0,0.0,3,11.697888317254307,False,"{""bauhinia vahlii"": 1.989, ""cassia fistula"": 97.482, ""ficus spp"": 1.989, ""leda"": 129.313, ""mimosa pudica"": 1.273, ""other"": 642.588}",919.0,4.0,1.8452497022397336,10.327060999050065,588643624.0,4.0,0.601711797625438,10.327060999050065,111.0,4.0,141.7973503234376,12.393092222832925
18.678762_82.958297,18.678762,82.958297,KORAPUT,SEMILIGUDA,BARAKANTI,,13,8,9.257100288667473,9.096160397099615,11.4,43.0,0.0,4,15.398240744140875,False,"{""gardenia gummifera"": 845.511, ""lagerstroemia parviflora"": 65.333, ""other"": 416.349, ""syzygium cumini"": 127.324, ""tree pitipordo"": 254.648}",893.0,4.0,2.2263378620240357,26.00684118379119,-1470202430.0,4.0,0.8624556101850496,25.02016454731963,111.0,4.0,141.7973503234376,65.12005179779483
18.678843_82.963663,18.678843,82.963663,KORAPUT,SEMILIGUDA,BARAKANTI,,15,10,9.21894829427656,9.26871243277444,9.4,38.0,0.0,4,12.000282709128909,False,"{""albizia lebbeck"": 285.126, ""kunuwa"": 0.716, ""mimosa pudica"": 2.865, ""other"": 362.475, ""shrub golimonji"": 0.716, ""syzygium cumini"": 487.412, ""terminalia bellirica"": 127.324}",964.0,3.0,2.2564109628305427,10.343650895002527,-1715817133.0,3.0,0.30085503092431043,8.973717605543111,131.0,3.0,92.91354560052227,126.7718427113709
18.679113_82.96907,18.679113,82.96907,KORAPUT,SEMILIGUDA,BARAKANTI,,11,6,8.26830318690784,8.35526124290496,8.4,38.0,0.0,2,10.345071300973197,False,"{""bixa orellana"": 1.989, ""gardenia gummifera"": 215.177, ""kunuwa"": 0.716, ""tree pitipordo"": 336.454}",1029.0,3.0,2.7177060609771058,19.735065990978946,-2129968992.0,3.0,0.3610239190362847,4.336272049538341,131.0,3.0,92.91354560052227,43.91643930624446
