plot_key,lat6,lon6,district,block,habitation,site_polygon,n_records,n_trees,loreys_h_m,loreys_h_tree_m,h_top5_m,crown_cover_pct,sal_ba_frac,n_species,dbh_mean_cm,no_tree_record,sp_ba_json,v120_merged_id,v120_merged_cluster,v120_merged_area_ha,v120_merged_bdist_m,v120_snic_id,v120_snic_cluster,v120_snic_area_ha,v120_snic_bdist_m,v120_dissolved_id,v120_dissolved_cluster,v120_dissolved_area_ha,v120_dissolved_bdist_m,current_merged_id,current_merged_cluster,current_merged_area_ha,current_merged_bdist_m,current_snic_id,current_snic_cluster,current_snic_area_ha,current_snic_bdist_m,current_dissolved_id,current_dissolved_cluster,current_dissolved_area_ha,current_dissolved_bdist_m
18.679282_82.97123,18.679282,82.97123,KORAPUT,SEMILIGUDA,BARAKANTI,,11,7,9.893631572595245,9.920592628476847,9.0,43.0,0.0,4,16.233804195373324,False,"{""bixa orellana"": 2.865, ""cipadessa baccifera"": 0.716, ""kunuwa"": 3.263, ""other"": 241.04, ""syzygium cumini"": 114.91, ""tree5 meluanduni"": 411.336, ""ziziphus mauritiana"": 1203.928}",,,,,,,,,,,,,,,,,,,,,,,,
18.679754_82.975404,18.679754,82.975404,KORAPUT,SEMILIGUDA,BARAKANTI,,19,14,7.525267074780938,7.545153322489306,8.4,38.0,0.0,4,10.663381187156988,False,"{""mangifera indica"": 473.486, ""mimosa pudica"": 1.751, ""other"": 121.356, ""shrub1 orli"": 1.273, ""syzygium cumini"": 537.785, ""tree pitipordo"": 190.27}",,,,,,,,,,,,,,,,,,,,,,,,
18.680077_82.962886,18.680077,82.962886,KORAPUT,SEMILIGUDA,BARAKANTI,,18,14,6.794553538347538,6.830195712954336,7.6,38.0,0.0,7,8.094165677244963,False,"{""albizia lebbeck"": 317.116, ""bixa orellana"": 70.346, ""bridelia retusa"": 28.727, ""diospyros melanoxylon"": 20.372, ""flacourtia indica"": 1.273, ""grewia eriocarpa"": 3.263, ""leea asiatica"": 0.716, ""other"": 213.586, ""syzygium cumini"": 183.346, ""ziziphus mauritiana"": 20.372}",,,,,,,,,,,,,,,,,,,,,,,,
18.680447_82.973233,18.680447,82.973233,KORAPUT,SEMILIGUDA,BARAKANTI,,18,14,8.41040859371168,8.434609132555046,9.0,33.0,0.0,4,11.845675050125353,False,"{""albizia lebbeck"": 360.088, ""bixa orellana"": 55.545, ""mimosa pudica"": 1.035, ""other"": 326.268, ""tree pitipordo"": 879.411}",,,,,,,,,,,,,,,,,,,,,,,,
18.681063_82.964409,18.681063,82.964409,KORAPUT,SEMILIGUDA,BARAKANTI,,13,7,5.304843071375891,5.377777777777777,5.6,53.0,0.0,2,12.914286810885221,False,"{""albizia lebbeck"": 388.656, ""cipadessa baccifera"": 2.865, ""euphorbia nivulia"": 16.393, ""mimosa pudica"": 6.446, ""syzygium cumini"": 556.724}",,,,,,,,,,,,,,,,,,,,,,,,
18.681071_82.975365,18.681071,82.975365,KORAPUT,SEMILIGUDA,BARAKANTI,,7,0,3.309597523219815,,2.8,43.0,0.0,0,,True,"{""cipadessa baccifera"": 13.449, ""holoptelea integrifolia"": 6.366, ""mimosa pudica"": 0.318, ""other"": 2.706, ""syzygium cumini"": 2.865}",,,,,,,,,,,,,,,,,,,,,,,,
18.681102_82.975437,18.681102,82.975437,KORAPUT,SEMILIGUDA,BARAKANTI,,13,10,8.224823985444186,8.250696378830083,9.0,43.0,0.0,3,11.045353050577535,False,"{""holoptelea integrifolia"": 100.347, ""mimosa pudica"": 0.318, ""other"": 453.035, ""syzygium cumini"": 452.239}",,,,,,,,,,,,,,,,,,,,,,,,
18.681326_82.957064,18.681326,82.957064,KORAPUT,SEMILIGUDA,BARAKANTI,,14,10,8.539359020525746,8.585936933671622,9.6,38.0,0.0,6,11.490986891234844,False,"{""bixa orellana"": 66.925, ""cassia fistula"": 49.736, ""cipadessa baccifera"": 5.73, ""emblica officinal"": 138.863, ""other"": 191.145, ""syzygium cumini"": 326.268, ""tree pitipordo"": 326.268}",,,,,,,,,,,,,,,,,,,,,,,,
18.681329_82.960893,18.681329,82.960893,KORAPUT,SEMILIGUDA,BARAKANTI,,14,7,7.583365244696333,7.749683343888535,7.6,33.0,0.0,5,12.459558402051234,False,"{""bixa orellana"": 45.996, ""leda"": 1.273, ""other"": 201.649, ""syzygium cumini"": 569.934, ""tree3 narji"": 62.389, ""tree6 modei"": 157.802}",,,,,,,,,,,,,,,,,,,,,,,,
18.681538_82.974712,18.681538,82.974712,KORAPUT,SEMILIGUDA,BARAKANTI,,16,12,11.634516765286,11.641233125444069,10.2,48.0,0.0,2,12.626292151957031,False,"{""other"": 1800.838, ""syzygium cumini"": 216.451}",,,,,,,,,,,,,,,,,,,,,,,,
18.681742_82.961581,18.681742,82.961581,KORAPUT,SEMILIGUDA,BARAKANTI,,24,18,7.1942797755144445,7.284369833396922,8.2,63.0,0.0,7,10.451174596367794,False,"{""albizia lebbeck"": 693.597, ""bixa orellana"": 220.987, ""cipadessa baccifera"": 9.231, ""mangifera indica"": 42.096, ""other"": 286.479, ""shrub golimonji"": 11.459, ""syzygium cumini"": 238.175, ""tree7 mayutera"": 342.342, ""ziziphus mauritiana"": 69.869}",,,,,,,,,,,,,,,,,,,,,,,,
18.681765_82.962915,18.681765,82.962915,KORAPUT,SEMILIGUDA,BARAKANTI,,21,16,4.852769679300291,4.894254085397996,5.6,68.0,0.0,5,7.460387957432594,False,"{""bixa orellana"": 49.736, ""grewia eriocarpa"": 2.706, ""leda"": 28.727, ""other"": 420.249, ""pitamari"": 93.981, ""tree12 grawi"": 168.863}",,,,,,,,,,,,,,,,,,,,,,,,
18.681858_82.963077,18.681858,82.963077,KORAPUT,SEMILIGUDA,BARAKANTI,,8,4,6.860245358090186,7.032129901537399,5.6,53.0,0.0,3,11.697888317254307,False,"{""albizia lebbeck"": 339.318, ""bixa orellana"": 56.182, ""cipadessa baccifera"": 9.629, ""mimosa pudica"": 3.263, ""terminalia bellirica"": 71.62}",,,,,,,,,,,,,,,,,,,,,,,,
18.681878_82.962774,18.681878,82.962774,KORAPUT,SEMILIGUDA,BARAKANTI,,12,7,4.913637202435874,4.98811108997527,5.0,53.0,0.0,4,11.91388431145045,False,"{""albizia lebbeck"": 127.324, ""bixa orellana"": 88.013, ""cipadessa baccifera"": 16.075, ""mangifera indica"": 161.144, ""mimosa pudica"": 1.273, ""syzygium cumini"": 466.642, ""woodfordia fruticosa"": 1.989}",,,,,,,,,,,,,,,,,,,,,,,,
18.682446_82.965478,18.682446,82.965478,KORAPUT,SEMILIGUDA,BARAKANTI,,11,7,7.813887384948565,7.839972807613868,8.2,38.0,0.0,4,9.958552153464309,False,"{""anogeissus latifolia"": 136.396, ""bixa orellana"": 66.925, ""dillenia pentagyna"": 1.273, ""kunuwa"": 1.353, ""other"": 127.324, ""syzygium cumini"": 254.648}",,,,,,,,,,,,,,,,,,,,,,,,
18.68257_82.965576,18.68257,82.965576,KORAPUT,SEMILIGUDA,BARAKANTI,,7,3,5.58161782513926,5.792207792207792,4.6,58.0,0.0,3,15.915494309189533,False,"{""artocarpus heterophyllus"": 286.479, ""bixa orellana"": 127.324, ""cipadessa baccifera"": 44.404, ""terminalia arjuna"": 198.944}",,,,,,,,,,,,,,,,,,,,,,,,
18.682588_82.96899,18.682588,82.96899,KORAPUT,SEMILIGUDA,BARAKANTI,,8,5,4.909628506444276,4.999999999999999,5.0,48.0,0.0,3,11.140846016432674,False,"{""albizia lebbeck"": 169.102, ""bixa orellana"": 94.618, ""cipadessa baccifera"": 6.446, ""syzygium cumini"": 254.648}",,,,,,,,,,,,,,,,,,,,,,,,
18.68293_82.957086,18.68293,82.957086,KORAPUT,SEMILIGUDA,BARAKANTI,,9,6,8.955891686058813,9.04012411726942,9.2,43.0,0.0,2,12.520188856562434,False,"{""cipadessa baccifera"": 2.865, ""emblica officinal"": 97.482, ""kunuwa"": 2.865, ""mimosa pudica"": 2.865, ""other"": 646.249}",,,,,,,,,,,,,,,,,,,,,,,,
18.682982_82.96547,18.682982,82.96547,KORAPUT,SEMILIGUDA,BARAKANTI,,11,8,5.156901041666667,5.1836580291280505,5.4,48.0,0.0,4,11.30000095952457,False,"{""albizia lebbeck"": 196.158, ""bauhinia variegata"": 81.487, ""bixa orellana"": 31.831, ""cipadessa baccifera"": 1.989, ""diospyros melanoxylon"": 11.459, ""mimosa pudica"": 0.716, ""syzygium cumini"": 531.975}",,,,,,,,,,,,,,,,,,,,,,,,
18.683549_82.961884,18.683549,82.961884,KORAPUT,SEMILIGUDA,BARAKANTI,,9,5,5.804797648654758,5.836613949254749,5.6,48.0,0.0,4,12.923381379061903,False,"{""bixa orellana"": 127.324, ""cipadessa baccifera"": 2.546, ""pongamia pinnata"": 256.637, ""syzygium cumini"": 49.736, ""terminalia arjuna"": 267.699}",,,,,,,,,,,,,,,,,,,,,,,,
18.683884_82.961298,18.683884,82.961298,KORAPUT,SEMILIGUDA,BARAKANTI,,13,7,5.571485823063821,5.671212444065628,5.6,53.0,0.0,4,10.54969908494849,False,"{""bauhinia variegata"": 28.727, ""ficus benghalensis"": 286.479, ""mimosa pudica"": 1.273, ""psidium guajava"": 17.905, ""syzygium cumini"": 94.697, ""terminalia arjuna"": 358.099, ""woodfordia fruticosa"": 7.082}",,,,,,,,,,,,,,,,,,,,,,,,
18.684793_82.959743,18.684793,82.959743,KORAPUT,SEMILIGUDA,BARAKANTI,,10,7,6.840462905559001,6.969555035128806,6.4,48.0,0.0,4,7.412073063993982,False,"{""diospyros melanoxylon"": 83.397, ""mimosa pudica"": 2.865, ""pongamia pinnata"": 57.614, ""psidium guajava"": 213.427, ""terminalia arjuna"": 25.783, ""woodfordia fruticosa"": 1.989}",,,,,,,,,,,,,,,,,,,,,,,,
18.686431_82.9618,18.686431,82.9618,KORAPUT,SEMILIGUDA,BARAKANTI,,4,2,6.859096945551129,7.104972375690608,3.7824999999999998,63.0,0.0,2,12.095775674984047,False,"{""emblica officinal"": 1.273, ""mangifera indica"": 127.324, ""terminalia bellirica"": 103.132, ""woodfordia fruticosa"": 7.958}",,,,,,,,,,,,,,,,,,,,,,,,
18.686566_82.958633,18.686566,82.958633,KORAPUT,SEMILIGUDA,BARAKANTI,,10,8,9.565734152652004,9.587319604345712,8.4,58.0,0.0,6,10.26549382942725,False,"{""albizia lebbeck"": 509.296, ""bauhinia variegata"": 286.479, ""bixa orellana"": 28.727, ""cassia fistula"": 25.783, ""cipadessa baccifera"": 0.716, ""diospyros melanoxylon"": 25.783, ""mimosa pudica"": 1.989, ""pongamia pinnata"": 105.44}",,,,,,,,,,,,,,,,,,,,,,,,
18.69107_82.868956,18.69107,82.868956,KORAPUT,SEMILIGUDA,BARAKANTI,,5,2,4.412639894667545,4.86454033771107,2.33,53.0,0.0,2,10.663381187156988,False,"{""calotropis gigantea"": 17.905, ""mangifera indica"": 183.346, ""other"": 11.459, ""psidium guajava"": 29.046}",,,,,,,,,,,,,,,,,,,,,,,,
20.621695_85.564537,20.621695,85.564537,DHENKANAL,SADAR,MANGALPUR,,40,12,4.071563966274772,4.201002632610765,7.8,18.0,0.0,5,9.814554824000213,False,"{""aegle marmelos"": 20.372, ""albizia saman"": 25.783, ""boswellia serrata"": 2578.31, ""cipadessa baccifera"": 0.318, ""climber7 guluma"": 0.637, ""combretum roxburghii"": 34.318, ""diospyros melanoxylon"": 31.831, ""flacourtia indica"": 32.149, ""ichnocarpus frutescens"": 0.318, ""ixora pavetta"": 1.035, ""jasminum arborescens"": 1.989, ""other"": 7.958, ""syzygium cumini"": 4.648, ""tectona grandis"": 196.556, ""unidentified climber"": 0.318, ""xylia xylocarpa"": 18.223}",,,,,,,,,,,,,,,,,,,,,,,,
20.741885_84.698598,20.741885,84.698598,ANGUL,ATHAMALLIK,KANSAB,,60,21,12.230659685863873,12.285713547319999,15.460000000000003,53.0,0.000297710707319577,10,18.173978739731666,False,"{""alangium salvifolium"": 0.716, ""albizia procera"": 49.736, ""anogeissus latifolia"": 0.318, ""bridelia squamosa/retusa"": 1559.718, ""buchanania lanzan"": 209.527, ""casearia elliptica"": 0.637, ""cassia fistula"": 0.716, ""celastrus paniculata"": 0.318, ""chloroxylon swietenia"": 873.204, ""combretum roxburghii"": 33.502, ""diospyros melanoxylon"": 36.367, ""diospyros montana"": 3609.475, ""helicteres isora"": 0.716, ""holarrhena antidysenterica"": 202.206, ""lagerstroemia parviflora"": 450.568, ""lannea coromandelica"": 86.66, ""other"": 0.637, ""pterocarpus marsupium"": 0.318, ""pueraria tuberosa"": 0.637, ""shorea robusta"": 2.308, ""terminalia alata"": 629.856, ""unidentified climber"": 1.273, ""ziziphus oenoplia"": 2.228}",,,,,,,,,,,,,,,,,,,,,,,,
20.742247_84.697628,20.742247,84.697628,ANGUL,ATHAMALLIK,KANSAB,,63,16,14.13150279171004,14.182900256587788,14.280000000000001,43.0,0.0,8,26.061621931297864,False,"{""aegle marmelos"": 1566.323, ""anacardium occidentale"": 0.318, ""anogeissus latifolia"": 2758.871, ""antidesma acidum"": 4.775, ""bauhinia vahlii"": 0.318, ""buchanania lanzan"": 5.411, ""butea superba"": 5.093, ""casearia elliptica"": 35.332, ""celastrus paniculata"": 0.318, ""combretum roxburghii"": 2.626, ""dalbergia paniculata"": 2753.062, ""diospyros melanoxylon"": 2.706, ""diospyros montana"": 1070.556, ""grewia helicterifolia"": 1.353, ""haldina cordifolia"": 154.062, ""helicteres isora"": 0.318, ""holarrhena antidysenterica"": 5.093, ""lagerstroemia parviflora"": 2639.744, ""madhuca indica"": 764.262, ""pterocarpus marsupium"": 0.318, ""schleichera oleosa"": 0.716, ""shrub12 ghatak"": 0.318, ""terminalia alata"": 0.637}",,,,,,,,,,,,,,,,,,,,,,,,
20.742487_84.696332,20.742487,84.696332,ANGUL,ATHAMALLIK,KANSAB,,66,21,11.249319287063265,11.348264348489726,14.5,38.0,4.721435316336166e-05,8,17.77988078540888,False,"{""aegle marmelos"": 86.342, ""anacardium occidentale"": 850.285, ""anogeissus latifolia"": 3.899, ""antidesma acidum"": 2.546, ""bauhinia vahlii"": 1.353, ""bridelia squamosa/retusa"": 1.273, ""casearia elliptica"": 67.8, ""cassia fistula"": 13.528, ""dalbergia paniculata"": 1559.718, ""diospyros melanoxylon"": 1.432, ""diospyros montana"": 240.722, ""grewia helicterifolia"": 1.432, ""holarrhena antidysenterica"": 1611.523, ""lagerstroemia parviflora"": 1957.049, ""lannea coromandelica"": 1.273, ""naringi crenulata"": 316.161, ""pterocarpus marsupium"": 0.318, ""pueraria tuberosa"": 0.637, ""schleichera oleosa"": 4.297, ""shorea robusta"": 0.318, ""terminalia alata"": 0.716, ""unidentified climber"": 0.716, ""ventilago denticulata"": 0.318, ""ziziphus oenoplia"": 18.144}",,,,,,,,,,,,,,,,,,,,,,,,
20.743825_84.696419,20.743825,84.696419,ANGUL,ATHAMALLIK,KANSAB,,57,17,6.27323369221026,8.077318330469486,8.419999999999998,48.0,5.6294419815635794e-05,7,15.110357538254064,False,"{""alangium salvifolium"": 0.318, ""anacardium occidentale"": 561.499, ""anogeissus latifolia"": 0.318, ""bauhinia vahlii"": 1.671, ""bridelia squamosa/retusa"": 1108.037, ""buchanania lanzan"": 1.035, ""butea superba"": 1.989, ""casearia elliptica"": 18.223, ""cassia fistula"": 201.251, ""cipadessa baccifera"": 553.859, ""dalbergia paniculata"": 688.266, ""haldina cordifolia"": 962.887, ""helicteres isora"": 1.592, ""holarrhena antidysenterica"": 499.826, ""lagerstroemia parviflora"": 980.474, ""other"": 0.637, ""pterocarpus marsupium"": 0.955, ""pueraria tuberosa"": 0.318, ""schleichera oleosa"": 69.232, ""shorea robusta"": 0.318, ""smilax zeylanica"": 1.035, ""strychnos potatorum"": 0.637}",,,,,,,,,,,,,,,,,,,,,,,,
20.744313_84.694294,20.744313,84.694294,ANGUL,ATHAMALLIK,KANSAB,,50,16,26.6538651018829,26.880522315126502,21.8,38.0,0.0,7,17.10915638237875,False,"{""anacardium occidentale"": 497.598, ""antidesma acidum"": 2.546, ""bauhinia vahlii"": 5.252, ""cassia fistula"": 0.716, ""climber1 nudurunai"": 1.989, ""combretum roxburghii"": 53.794, ""dalbergia paniculata"": 0.318, ""dioscorea bulbifera"": 0.318, ""grewia helicterifolia"": 1.353, ""grewia tiliifolia"": 1.273, ""haldina cordifolia"": 3183.099, ""helicteres isora"": 1.273, ""holarrhena antidysenterica"": 471.497, ""lagerstroemia parviflora"": 388.179, ""lannea coromandelica"": 2628.046, ""other"": 0.318, ""pterocarpus marsupium"": 0.318, ""pueraria tuberosa"": 0.716, ""schleichera oleosa"": 68.596, ""tree1 phapandi"": 96.607, ""wendlandia tinctoria"": 0.716}",,,,,,,,,,,,,,,,,,,,,,,,
20.744556_84.693554,20.744556,84.693554,ANGUL,ATHAMALLIK,KANSAB,,53,9,24.092436314244402,24.205641355263623,20.72,38.0,0.0,7,27.445385742069064,False,"{""albizia procera"": 0.716, ""anogeissus latifolia"": 3184.85, ""bauhinia vahlii"": 3.342, ""buchanania lanzan"": 51.009, ""butea superba"": 1.989, ""casearia elliptica"": 23.714, ""cassia fistula"": 1.592, ""cipadessa baccifera"": 8.992, ""dalbergia sissoo"": 0.637, ""dillenia pentagyna"": 1.989, ""dioscorea bulbifera"": 0.318, ""diospyros melanoxylon"": 1.035, ""gardenia gummifera"": 1.273, ""helicteres isora"": 1.989, ""holarrhena antidysenterica"": 69.551, ""lagerstroemia parviflora"": 1344.859, ""lannea coromandelica"": 4321.136, ""ougeinia oogeinsis"": 2.626, ""pterocarpus marsupium"": 1.989, ""pueraria tuberosa"": 1.989, ""schleichera oleosa"": 55.068, ""unidentified climber"": 0.318}",,,,,,,,,,,,,,,,,,,,,,,,
