plot_key,lat6,lon6,district,block,habitation,site_polygon,n_records,n_trees,loreys_h_m,loreys_h_tree_m,h_top5_m,crown_cover_pct,sal_ba_frac,n_species,dbh_mean_cm,no_tree_record,sp_ba_json,v120_merged_id,v120_merged_cluster,v120_merged_area_ha,v120_merged_bdist_m,v120_snic_id,v120_snic_cluster,v120_snic_area_ha,v120_snic_bdist_m,v120_dissolved_id,v120_dissolved_cluster,v120_dissolved_area_ha,v120_dissolved_bdist_m,current_merged_id,current_merged_cluster,current_merged_area_ha,current_merged_bdist_m,current_snic_id,current_snic_cluster,current_snic_area_ha,current_snic_bdist_m,current_dissolved_id,current_dissolved_cluster,current_dissolved_area_ha,current_dissolved_bdist_m
18.588535_82.82654,18.588535,82.82654,KORAPUT,SEMILIGUDA,HATIMUNDA,,9,4,11.557300678823372,11.593879460109582,9.2,53.0,0.0,3,13.448592691265157,False,"{""bixa orellana"": 0.318, ""grewia eriocarpa"": 0.318, ""hadjam"": 86.66, ""mangifera indica"": 294.357, ""shrub bhandari"": 0.318, ""syzygium cumini"": 215.177, ""ziziphus oenoplia"": 0.716}",,,,,,,,,,,,,,,,,,,,,,,,
18.58884_82.818969,18.58884,82.818969,KORAPUT,SEMILIGUDA,BILAPUT,,36,18,4.572623109330754,4.71515020531662,5.0,38.0,0.0,7,8.753521870054243,False,"{""albizia lebbeck"": 91.832, ""bauhinia vahlii"": 0.716, ""bixa orellana"": 63.98, ""buchanania lanzan"": 414.917, ""cassia fistula"": 95.891, ""cipadessa baccifera"": 5.57, ""holarrhena antidysenterica"": 5.093, ""lantana camara"": 4.854, ""mangifera indica"": 237.3, ""mimosa rubicaulis"": 5.093, ""syzygium cumini"": 1.989, ""termanalia chebula"": 168.147, ""terminalia bellirica"": 53.794, ""ziziphus oenoplia"": 3.024}",,,,,,,,,,,,,,,,,,,,,,,,
18.589041_82.818128,18.589041,82.818128,KORAPUT,SEMILIGUDA,BILAPUT,,37,18,4.755907459310616,4.877620425359119,5.2,43.0,0.0,10,10.274335770710131,False,"{""albizia lebbeck"": 86.66, ""anacardium semecarpus"": 97.482, ""bauhinia vahlii"": 1.035, ""bixa orellana"": 60.877, ""buchanania lanzan"": 192.657, ""cassia fistula"": 86.66, ""cipadessa baccifera"": 21.565, ""holarrhena antidysenterica"": 52.044, ""lantana camara"": 10.982, ""mangifera indica"": 211.756, ""syzygium cumini"": 194.965, ""termanalia chebula"": 466.404, ""tree sonda"": 135.282}",,,,,,,,,,,,,,,,,,,,,,,,
18.589244_82.825077,18.589244,82.825077,KORAPUT,SEMILIGUDA,HATIMUNDA,,8,5,9.460052951253699,9.517376946060699,7.4,68.0,0.0,5,10.631550198538608,False,"{""bixa orellana"": 127.324, ""cassia fistula"": 76.474, ""diospyros melanoxylon"": 35.094, ""emblica officinal"": 0.318, ""mangifera indica"": 232.048, ""psidium guajava"": 0.716, ""syzygium cumini"": 38.993}",,,,,,,,,,,,,,,,,,,,,,,,
18.589309_82.825484,18.589309,82.825484,KORAPUT,SEMILIGUDA,HATIMUNDA,,7,4,18.1124634108766,18.308424336973477,11.4,33.0,0.0,4,11.618310845708361,False,"{""albizia lebbeck"": 35.094, ""bombax ceiba"": 296.108, ""holarrhena antidysenterica"": 1.273, ""mangifera indica"": 1.273, ""pongamia pinnata"": 140.375, ""syzygium cumini"": 42.415}",,,,,,,,,,,,,,,,,,,,,,,,
18.589582_82.817618,18.589582,82.817618,KORAPUT,SEMILIGUDA,BILAPUT,,36,19,5.33138416859621,5.4284508400996865,6.0,38.0,0.0,10,11.191105472145905,False,"{""albizia lebbeck"": 153.266, ""anacardium semecarpus"": 97.482, ""bauhinia vahlii"": 3.263, ""buchanania lanzan"": 343.854, ""cassia fistula"": 53.794, ""cipadessa baccifera"": 11.22, ""emblica officinal"": 53.715, ""holarrhena antidysenterica"": 52.919, ""lantana camara"": 8.356, ""mangifera indica"": 734.898, ""shrub4 badari"": 1.273, ""syzygium cumini"": 262.128, ""termanalia chebula"": 148.412, ""terminalia bellirica"": 103.132}",,,,,,,,,,,,,,,,,,,,,,,,
18.589732_82.827324,18.589732,82.827324,KORAPUT,SEMILIGUDA,HATIMUNDA,,20,10,10.785652933684801,10.749123484668411,23.2,13.0,0.0,6,26.101410667070837,False,"{""artocarpus heterophyllus"": 447.623, ""bixa orellana"": 1083.288, ""cipadessa baccifera"": 4.536, ""diospyros ferrea"": 5.252, ""euphorbia nivulia"": 1.989, ""ficus benghalensis"": 1070.317, ""lantana camara"": 1.989, ""manilkara hexandra"": 1.989, ""phoenix acaulis"": 1.273, ""pongamia pinnata"": 1097.055, ""psidium guajava"": 574.947, ""syzygium cumini"": 1083.288}",,,,,,,,,,,,,,,,,,,,,,,,
18.590069_82.822561,18.590069,82.822561,KORAPUT,SEMILIGUDA,HATIMUNDA,,5,2,20.82926829268293,21.54562326012991,8.2,58.0,0.0,2,11.93662073189215,False,"{""albizia lebbeck"": 5.093, ""emblica officinal"": 1.273, ""gmelina arborea"": 3.899, ""ougeinia oogeinsis"": 42.096, ""syzygium cumini"": 215.177}",,,,,,,,,,,,,,,,,,,,,,,,
18.590157_82.829946,18.590157,82.829946,KORAPUT,SEMILIGUDA,HATIMUNDA,,8,5,5.900139470013946,5.966932725199544,6.0,13.0,0.0,4,8.276057040778557,False,"{""aegle marmelos"": 20.372, ""bixa orellana"": 62.389, ""holarrhena antidysenterica"": 2.865, ""mangifera indica"": 62.389, ""other"": 134.008, ""syzygium cumini"": 1.273, ""termanalia chebula"": 1.989}",,,,,,,,,,,,,,,,,,,,,,,,
18.590763_82.817554,18.590763,82.817554,KORAPUT,SEMILIGUDA,BILAPUT,,37,18,5.7665899436628205,5.875073223369816,6.8,28.0,0.0,7,12.99765368583812,False,"{""albizia lebbeck"": 243.507, ""anacardium semecarpus"": 305.896, ""bixa orellana"": 10.345, ""cassia fistula"": 131.223, ""cipadessa baccifera"": 25.624, ""holarrhena antidysenterica"": 56.818, ""mangifera indica"": 982.861, ""mimosa rubicaulis"": 1.989, ""shrub4 badari"": 8.754, ""syzygium cumini"": 654.923, ""termanalia chebula"": 218.042, ""ziziphus oenoplia"": 1.432}",,,,,,,,,,,,,,,,,,,,,,,,
18.590785_82.824487,18.590785,82.824487,KORAPUT,SEMILIGUDA,HATIMUNDA,,20,10,11.403761606491146,11.37714538434061,26.2,13.0,0.0,8,24.096058384112954,False,"{""anacardium occidentale"": 447.623, ""artocarpus heterophyllus"": 574.947, ""bombax ceiba"": 1022.571, ""cipadessa baccifera"": 2.865, ""emblica officinal"": 447.623, ""euphorbia nivulia"": 2.308, ""ficus benghalensis"": 895.247, ""indigofera cassioides"": 1.989, ""rauwolfia serpentina"": 1.273, ""santalum album"": 140.375, ""syzygium cumini"": 574.947, ""tamarindus indica"": 574.947, ""woodfordia fruticosa"": 1.273}",,,,,,,,,,,,,,,,,,,,,,,,
18.590802_82.814215,18.590802,82.814215,KORAPUT,SEMILIGUDA,BILAPUT,,21,11,6.513483982065109,6.5185731164030924,7.0,28.0,0.0,1,27.345712949425657,False,"{""bixa orellana"": 1.592, ""grewia eriocarpa"": 0.716, ""mangifera indica"": 7341.579, ""pitamari"": 1.751, ""tree simarua"": 1.353, ""ziziphus oenoplia"": 0.716}",,,,,,,,,,,,,,,,,,,,,,,,
18.590809_82.826211,18.590809,82.826211,KORAPUT,SEMILIGUDA,HATIMUNDA,,20,10,9.86834308966305,9.825872873769024,23.4,13.0,0.0,7,23.55493157760051,False,"{""anacardium occidentale"": 447.623, ""bridelia squamosa/retusa"": 574.947, ""cipadessa baccifera"": 1.273, ""diospyros ferrea"": 4.695, ""diospyros melanoxylon"": 447.623, ""emblica officinal"": 815.669, ""ficus benghalensis"": 447.623, ""holarrhena antidysenterica"": 447.623, ""indigofera cassioides"": 2.546, ""lantana camara"": 1.989, ""manilkara hexandra"": 1.273, ""rauwolfia serpentina"": 1.989, ""syzygium cumini"": 1263.292, ""woodfordia fruticosa"": 0.716}",,,,,,,,,,,,,,,,,,,,,,,,
18.590818_82.825501,18.590818,82.825501,KORAPUT,SEMILIGUDA,HATIMUNDA,,20,10,8.97775323445882,8.8392382639504,23.8,13.0,0.0,9,23.55493157760051,False,"{""aegle marmelos"": 240.722, ""anacardium semecarpus"": 574.947, ""bridelia squamosa/retusa"": 447.623, ""cipadessa baccifera"": 2.706, ""diospyros ferrea"": 0.318, ""euphorbia nivulia"": 1.273, ""ficus benghalensis"": 574.947, ""holarrhena antidysenterica"": 240.722, ""lantana camara"": 39.232, ""mangifera indica"": 447.623, ""manilkara hexandra"": 0.716, ""mimosa rubicaulis"": 1.273, ""pongamia pinnata"": 574.947, ""psidium guajava"": 815.669, ""rauwolfia serpentina"": 1.273, ""tamarindus indica"": 574.947, ""woodfordia fruticosa"": 0.318}",,,,,,,,,,,,,,,,,,,,,,,,
18.590826_82.820535,18.590826,82.820535,KORAPUT,SEMILIGUDA,HATIMUNDA,,18,9,6.9325598630242,7.015489951056962,7.8,13.0,0.0,9,19.947419534184217,False,"{""artocarpus heterophyllus"": 97.482, ""bixa orellana"": 215.177, ""cassia fistula"": 215.177, ""cipadessa baccifera"": 2.865, ""cycas circinalis"": 13.449, ""diospyros melanoxylon"": 277.009, ""emblica officinal"": 215.177, ""euphorbia nivulia"": 1.989, ""euphorbia royleana"": 6.446, ""ficus benghalensis"": 616.248, ""flacourtia indica"": 11.459, ""holarrhena antidysenterica"": 5.093, ""lantana camara"": 2.865, ""mangifera indica"": 574.947, ""mimosa pudica"": 5.093, ""rauwolfia serpentina"": 7.958, ""syzygium cumini"": 630.333, ""termanalia chebula"": 215.177}",,,,,,,,,,,,,,,,,,,,,,,,
18.590907_82.822339,18.590907,82.822339,KORAPUT,SEMILIGUDA,HATIMUNDA,,18,9,8.574280214261801,8.585702306079666,9.4,13.0,0.0,9,15.349610067085017,False,"{""artocarpus heterophyllus"": 215.177, ""bixa orellana"": 49.736, ""calotropis gigantea"": 0.318, ""cipadessa baccifera"": 0.318, ""cycas circinalis"": 0.318, ""diospyros melanoxylon"": 133.77, ""emblica officinal"": 103.132, ""euphorbia royleana"": 0.318, ""ficus benghalensis"": 249.555, ""gardenia gummifera"": 0.318, ""lantana camara"": 0.318, ""mangifera indica"": 644.578, ""murraya paniculata"": 0.318, ""psidium guajava"": 71.62, ""syzygium cumini"": 215.177, ""terminalia arjuna"": 215.177, ""woodfordia fruticosa"": 0.716, ""ziziphus oenoplia"": 0.716}",,,,,,,,,,,,,,,,,,,,,,,,
18.591008_82.821617,18.591008,82.821617,KORAPUT,SEMILIGUDA,HATIMUNDA,,18,9,7.946635220125788,8.141344168387398,8.4,13.0,0.0,9,17.330204914450825,False,"{""anthocephalus chinensis"": 240.722, ""aphanamixis polystachya"": 574.947, ""azadirachta indica"": 241.438, ""bixa orellana"": 103.132, ""bombax ceiba"": 17.905, ""cassia fistula"": 13.449, ""diospyros melanoxylon"": 176.742, ""emblica officinal"": 121.037, ""ficus benghalensis"": 17.905, ""mangifera indica"": 656.037, ""soymida ferbrifuga"": 97.482, ""termanalia chebula"": 240.722, ""terminalia alata"": 13.449, ""wrightia arborea"": 15.597}",,,,,,,,,,,,,,,,,,,,,,,,
18.591102_82.824347,18.591102,82.824347,KORAPUT,SEMILIGUDA,HATIMUNDA,,20,10,12.194119777433908,12.177246496290191,23.2,8.0,0.0,8,24.509861236151885,False,"{""bixa orellana"": 574.947, ""bombax ceiba"": 240.722, ""bridelia squamosa/retusa"": 1022.571, ""cipadessa baccifera"": 0.318, ""diospyros ferrea"": 1.592, ""emblica officinal"": 240.722, ""euphorbia nivulia"": 1.273, ""ficus benghalensis"": 574.947, ""holarrhena antidysenterica"": 448.339, ""lantana camara"": 0.318, ""mimosa pudica"": 1.432, ""pongamia pinnata"": 1149.894, ""schefflera venulosa"": 1.273, ""tamarindus indica"": 574.947, ""ziziphus oenoplia"": 0.716}",,,,,,,,,,,,,,,,,,,,,,,,
18.591333_82.817649,18.591333,82.817649,KORAPUT,SEMILIGUDA,BILAPUT,,33,17,5.240125965915105,5.3808247648217025,6.0,28.0,0.0,7,10.298261023593229,False,"{""bauhinia vahlii"": 0.318, ""buchanania lanzan"": 178.254, ""cipadessa baccifera"": 16.075, ""emblica officinal"": 42.096, ""holarrhena antidysenterica"": 5.093, ""lannea coromandelica"": 123.584, ""lantana camara"": 2.706, ""mangifera indica"": 572.003, ""psidium guajava"": 1.989, ""syzygium cumini"": 173.956, ""termanalia chebula"": 223.056, ""terminalia bellirica"": 164.407}",,,,,,,,,,,,,,,,,,,,,,,,
18.591473_82.819057,18.591473,82.819057,KORAPUT,SEMILIGUDA,HATIMUNDA,,18,9,6.449071800412534,6.596098290453045,6.8,8.0,0.0,9,17.365572679582357,False,"{""anacardium occidentale"": 240.722, ""anacardium semecarpus"": 764.262, ""bixa orellana"": 240.722, ""cassia florid"": 161.144, ""cipadessa baccifera"": 9.947, ""diospyros ferrea"": 6.446, ""diospyros melanoxylon"": 240.722, ""euphorbia nivulia"": 15.597, ""gardenia gummifera"": 2.865, ""leea asiatica"": 11.459, ""mangifera indica"": 240.722, ""mimosa rubicaulis"": 17.905, ""psidium guajava"": 97.482, ""syzygium cumini"": 240.722, ""termanalia chebula"": 114.91, ""vitex negundo"": 13.449, ""ziziphus oenoplia"": 11.459}",,,,,,,,,,,,,,,,,,,,,,,,
18.591548_82.816364,18.591548,82.816364,KORAPUT,SEMILIGUDA,BILAPUT,,40,23,4.934326690569499,4.9679806580468835,5.4,48.0,0.0,8,12.884630610309092,False,"{""albizia lebbeck"": 248.52, ""anacardium semecarpus"": 161.144, ""bixa orellana"": 7.162, ""buchanania lanzan"": 766.013, ""cassia fistula"": 209.846, ""cipadessa baccifera"": 5.093, ""gardenia gummifera"": 1.273, ""holarrhena antidysenterica"": 100.745, ""mangifera indica"": 1960.073, ""mimosa rubicaulis"": 1.989, ""shrub4 badari"": 1.035, ""syzygium cumini"": 120.003, ""termanalia chebula"": 233.878, ""tree sonda"": 0.716}",,,,,,,,,,,,,,,,,,,,,,,,
18.591818_82.815917,18.591818,82.815917,KORAPUT,SEMILIGUDA,BILAPUT,,30,15,4.706310291249299,4.750978097308141,5.2,38.0,0.0,8,13.941973014850031,False,"{""albizia lebbeck"": 570.73, ""anacardium semecarpus"": 168.386, ""bixa orellana"": 3.263, ""buchanania lanzan"": 435.925, ""cassia fistula"": 71.62, ""cipadessa baccifera"": 6.446, ""holarrhena antidysenterica"": 3.263, ""mangifera indica"": 172.046, ""mimosa rubicaulis"": 1.989, ""pandaka"": 5.252, ""psidium guajava"": 1.273, ""syzygium cumini"": 352.13, ""termanalia chebula"": 140.375, ""tree sonda"": 473.725, ""ziziphus oenoplia"": 0.716}",,,,,,,,,,,,,,,,,,,,,,,,
18.592142_82.814825,18.592142,82.814825,KORAPUT,SEMILIGUDA,BILAPUT,,24,12,3.775982503364738,3.8159760516779584,4.4,33.0,0.0,8,12.069249851135396,False,"{""anacardium semecarpus"": 389.93, ""bixa orellana"": 7.082, ""buchanania lanzan"": 428.127, ""cassia fistula"": 103.132, ""cipadessa baccifera"": 5.65, ""holarrhena antidysenterica"": 53.635, ""mangifera indica"": 133.77, ""pandaka"": 1.989, ""santalum album"": 35.094, ""shrub4 badari"": 0.716, ""syzygium cumini"": 283.455, ""tree sonda"": 93.265, ""ziziphus oenoplia"": 1.432}",,,,,,,,,,,,,,,,,,,,,,,,
18.59228_82.828686,18.59228,82.828686,KORAPUT,SEMILIGUDA,HATIMUNDA,,20,10,16.840235495395767,16.87881693837379,18.2,13.0,0.0,10,13.33718423110083,False,"{""anacardium occidentale"": 49.736, ""anacardium semecarpus"": 97.482, ""arbor tristis"": 0.716, ""bixa orellana"": 49.736, ""bombax ceiba"": 367.966, ""cipadessa baccifera"": 0.318, ""cycas circinalis"": 0.318, ""diospyros melanoxylon"": 240.722, ""emblica officinal"": 140.375, ""flacourtia indica"": 1.035, ""mangifera indica"": 286.479, ""manilkara hexandra"": 0.716, ""mimosa pudica"": 0.318, ""phoenix acaulis"": 0.318, ""rauwolfia serpentina"": 0.716, ""santalum album"": 42.096, ""syzygium cumini"": 198.944, ""termanalia chebula"": 103.132, ""vitex negundo"": 0.318}",,,,,,,,,,,,,,,,,,,,,,,,
18.592398_82.819353,18.592398,82.819353,KORAPUT,SEMILIGUDA,HATIMUNDA,,18,9,6.608937848156726,6.733275899203101,7.0,13.0,0.0,9,22.281692032865347,False,"{""artocarpus heterophyllus"": 574.947, ""butea monosperma"": 305.896, ""calotropis gigantea"": 5.093, ""cipadessa baccifera"": 1.989, ""diospyros melanoxylon"": 588.555, ""emblica officinal"": 447.623, ""gardenia gummifera"": 11.459, ""holarrhena antidysenterica"": 15.597, ""lantana camara"": 28.727, ""leea asiatica"": 6.446, ""mangifera indica"": 764.262, ""manilkara hexandra"": 6.446, ""psidium guajava"": 215.177, ""santalum album"": 215.177, ""schleichera oleosa"": 215.177, ""syzygium cumini"": 367.966, ""vitex negundo"": 17.905, ""ziziphus oenoplia"": 25.783}",,,,,,,,,,,,,,,,,,,,,,,,
18.593711_82.815814,18.593711,82.815814,KORAPUT,SEMILIGUDA,HATIMUNDA,,8,5,5.259385665529011,5.329948039678792,5.4,13.0,0.0,5,9.040000767619656,False,"{""anacardium occidentale"": 6.446, ""butea monosperma"": 53.794, ""emblica officinal"": 38.515, ""mangifera indica"": 121.037, ""pongamia pinnata"": 47.189, ""psidium guajava"": 1.273, ""pterocarpus marsupium"": 81.487}",,,,,,,,,,,,,,,,,,,,,,,,
18.594241_82.828147,18.594241,82.828147,KORAPUT,SEMILIGUDA,HATIMUNDA,,20,10,9.214238680959783,9.138582135007018,24.2,13.0,0.0,9,19.13042415964582,False,"{""albizia lebbeck"": 447.623, ""anacardium semecarpus"": 240.722, ""arbor tristis"": 1.273, ""cipadessa baccifera"": 1.989, ""diospyros ferrea"": 1.989, ""diospyros melanoxylon"": 1022.571, ""euphorbia royleana"": 1.273, ""ficus benghalensis"": 161.144, ""holarrhena antidysenterica"": 243.587, ""manilkara hexandra"": 2.865, ""phoenix acaulis"": 0.716, ""pongamia pinnata"": 249.555, ""psidium guajava"": 240.722, ""rauwolfia serpentina"": 1.989, ""syzygium cumini"": 240.722, ""tamarindus indica"": 161.144, ""ziziphus oenoplia"": 1.432}",,,,,,,,,,,,,,,,,,,,,,,,
18.594449_82.811828,18.594449,82.811828,KORAPUT,SEMILIGUDA,HATIMUNDA,,10,6,6.061852705061082,6.127745788014504,6.0,18.0,0.0,5,15.225822889124656,False,"{""anacardium occidentale"": 5.093, ""artocarpus heterophyllus"": 296.108, ""bixa orellana"": 276.054, ""bombax ceiba"": 154.062, ""mangifera indica"": 11.539, ""pterocarpus marsupium"": 161.144, ""santalum album"": 3.899, ""syzygium cumini"": 232.048}",,,,,,,,,,,,,,,,,,,,,,,,
18.594997_82.814868,18.594997,82.814868,KORAPUT,SEMILIGUDA,HATIMUNDA,,9,5,6.436106045728713,6.547694524495677,6.4,8.0,0.0,4,11.58647985708998,False,"{""ailanthus excelsa"": 5.093, ""anacardium occidentale"": 2.865, ""bauhinia vahlii"": 5.093, ""ficus benghalensis"": 215.177, ""mangifera indica"": 173.956, ""other"": 1.989, ""terminalia bellirica"": 86.66, ""terminalia elliptica"": 76.474}",,,,,,,,,,,,,,,,,,,,,,,,
18.595014_82.827976,18.595014,82.827976,KORAPUT,SEMILIGUDA,HATIMUNDA,,20,10,11.288791619534747,11.279825448090532,18.0,23.0,0.0,8,19.7670439320134,False,"{""anacardium occidentale"": 240.722, ""anacardium semecarpus"": 688.345, ""bombax ceiba"": 249.555, ""cipadessa baccifera"": 2.308, ""diospyros melanoxylon"": 240.722, ""euphorbia nivulia"": 1.273, ""ficus benghalensis"": 249.555, ""gardenia gummifera"": 0.716, ""holarrhena antidysenterica"": 381.097, ""indigofera cassioides"": 0.318, ""mangifera indica"": 616.248, ""melastoma malabathricum"": 0.716, ""phoenix acaulis"": 1.273, ""psidium guajava"": 561.499, ""vitex negundo"": 0.716, ""woodfordia fruticosa"": 1.035}",,,,,,,,,,,,,,,,,,,,,,,,
18.595431_82.826381,18.595431,82.826381,KORAPUT,SEMILIGUDA,HATIMUNDA,,7,4,4.844187168355042,4.934710533027289,4.5200000000000005,38.0,0.0,3,9.310564170875878,False,"{""buchanania lanzan"": 9.629, ""diospyros melanoxylon"": 20.372, ""pitamari"": 0.318, ""schleichera oleosa"": 91.992, ""syzygium cumini"": 199.66, ""ziziphus oenoplia"": 7.958}",,,,,,,,,,,,,,,,,,,,,,,,
18.595601_82.827027,18.595601,82.827027,KORAPUT,SEMILIGUDA,HATIMUNDA,,20,10,10.06623711340206,10.081293103448276,13.2,13.0,0.0,10,10.440564266828336,False,"{""aegle marmelos"": 62.389, ""anacardium semecarpus"": 140.375, ""annona squamosa"": 0.318, ""bixa orellana"": 42.096, ""cipadessa baccifera"": 0.318, ""cycas circinalis"": 0.318, ""diospyros melanoxylon"": 140.375, ""emblica officinal"": 31.831, ""euphorbia nivulia"": 0.318, ""holarrhena antidysenterica"": 0.318, ""lantana camara"": 0.318, ""mangifera indica"": 161.144, ""manilkara hexandra"": 0.318, ""oroxylum indicum"": 62.389, ""rauwolfia serpentina"": 0.318, ""syzygium cumini"": 71.62, ""termanalia chebula"": 161.144, ""terminalia bellirica"": 49.736, ""woodfordia fruticosa"": 0.318, ""ziziphus oenoplia"": 0.318}",,,,,,,,,,,,,,,,,,,,,,,,
18.595819_82.826677,18.595819,82.826677,KORAPUT,SEMILIGUDA,HATIMUNDA,,20,10,9.307566506759706,9.291279336818391,15.4,13.0,0.0,9,21.10394545398532,False,"{""anacardium semecarpus"": 267.699, ""artocarpus heterophyllus"": 249.555, ""bombax ceiba"": 240.722, ""cipadessa baccifera"": 1.989, ""diospyros ferrea"": 1.273, ""diospyros melanoxylon"": 616.248, ""euphorbia nivulia"": 0.318, ""euphorbia royleana"": 0.637, ""holarrhena antidysenterica"": 234.037, ""mangifera indica"": 240.722, ""mimosa pudica"": 1.989, ""mimosa rubicaulis"": 2.308, ""phoenix dactylifera"": 616.248, ""santalum album"": 907.263, ""syzygium cumini"": 267.699, ""ziziphus oenoplia"": 0.716}",,,,,,,,,,,,,,,,,,,,,,,,
18.596046_82.825038,18.596046,82.825038,KORAPUT,SEMILIGUDA,HATIMUNDA,,10,1,1.8869068798558717,2.1,1.7399999999999998,0.0,0.0,1,5.092958178940651,False,"{""aegle marmelos"": 20.372, ""cipadessa baccifera"": 4.38, ""lantana camara"": 10.585}",,,,,,,,,,,,,,,,,,,,,,,,
18.596091_82.825235,18.596091,82.825235,KORAPUT,SEMILIGUDA,HATIMUNDA,,9,7,5.087125348865428,5.117184621053925,5.4,48.0,0.0,4,10.049497835231106,False,"{""aegle marmelos"": 7.958, ""buchanania lanzan"": 49.736, ""diospyros melanoxylon"": 65.094, ""syzygium cumini"": 274.463, ""tree tangiachina"": 258.547}",,,,,,,,,,,,,,,,,,,,,,,,
18.596228_82.824514,18.596228,82.824514,KORAPUT,SEMILIGUDA,HATIMUNDA,,9,0,1.4542706964520367,,1.54,0.0,0.0,0,,True,"{""cipadessa baccifera"": 4.158, ""lantana camara"": 10.982}",,,,,,,,,,,,,,,,,,,,,,,,
18.596347_82.826101,18.596347,82.826101,KORAPUT,SEMILIGUDA,HATIMUNDA,,20,10,9.974495488889598,9.962460830082495,14.6,13.0,0.0,9,17.37971978563497,False,"{""anacardium occidentale"": 183.346, ""anacardium semecarpus"": 308.283, ""bombax ceiba"": 240.722, ""cipadessa baccifera"": 1.035, ""diospyros ferrea"": 1.432, ""diospyros melanoxylon"": 240.722, ""euphorbia royleana"": 1.273, ""ficus benghalensis"": 240.722, ""holarrhena antidysenterica"": 0.318, ""indigofera cassioides"": 0.318, ""lantana camara"": 0.318, ""madhuca indica"": 249.555, ""pongamia pinnata"": 168.386, ""pterocarpus marsupium"": 616.248, ""rauwolfia serpentina"": 0.716, ""syzygium cumini"": 240.722, ""ziziphus oenoplia"": 1.989}",,,,,,,,,,,,,,,,,,,,,,,,
18.596368_82.824083,18.596368,82.824083,KORAPUT,SEMILIGUDA,HATIMUNDA,,10,1,3.1975740740740743,4.0,2.808,0.0,0.0,1,5.729577951308232,False,"{""aegle marmelos"": 25.783, ""cipadessa baccifera"": 6.127, ""lantana camara"": 11.061}",,,,,,,,,,,,,,,,,,,,,,,,
18.596488_82.814043,18.596488,82.814043,KORAPUT,SEMILIGUDA,HATIMUNDA,,9,5,4.983390075312082,5.028571428571428,4.8,18.0,0.0,5,13.560001151429484,False,"{""anacardium occidentale"": 5.093, ""artocarpus heterophyllus"": 245.815, ""bixa orellana"": 133.77, ""diospyros melanoxylon"": 58.012, ""holarrhena antidysenterica"": 1.273, ""magnolia champaca"": 161.144, ""mangifera indica"": 5.093, ""schleichera oleosa"": 161.144}",,,,,,,,,,,,,,,,,,,,,,,,
18.596536_82.825133,18.596536,82.825133,KORAPUT,SEMILIGUDA,HATIMUNDA,,19,10,7.8976691581431915,7.888987435328899,12.6,23.0,0.0,8,14.292113889652203,False,"{""artocarpus heterophyllus"": 147.139, ""bixa orellana"": 240.722, ""bridelia squamosa/retusa"": 168.386, ""cipadessa baccifera"": 0.318, ""diospyros ferrea"": 1.353, ""ficus benghalensis"": 140.375, ""gardenia gummifera"": 0.318, ""holarrhena antidysenterica"": 280.908, ""indigofera cassioides"": 0.318, ""mangifera indica"": 315.206, ""manilkara hexandra"": 0.318, ""mimosa pudica"": 0.318, ""pongamia pinnata"": 161.144, ""syzygium cumini"": 161.144, ""woodfordia fruticosa"": 0.318}",,,,,,,,,,,,,,,,,,,,,,,,
18.596726_82.822897,18.596726,82.822897,KORAPUT,SEMILIGUDA,HATIMUNDA,,10,0,1.3018717993996116,,1.4200000000000002,0.0,0.0,0,,True,"{""cipadessa baccifera"": 3.051, ""lantana camara"": 1.455}",,,,,,,,,,,,,,,,,,,,,,,,
18.596943_82.824312,18.596943,82.824312,KORAPUT,SEMILIGUDA,HATIMUNDA,,19,10,14.1649067852271,14.16815415821501,24.4,8.0,0.0,9,13.496339174192723,False,"{""albizia lebbeck"": 240.722, ""anacardium semecarpus"": 97.482, ""bridelia squamosa/retusa"": 249.555, ""cipadessa baccifera"": 1.592, ""diospyros melanoxylon"": 49.736, ""ficus benghalensis"": 240.722, ""gardenia gummifera"": 0.716, ""lantana camara"": 1.035, ""madhuca indica"": 240.722, ""mangifera indica"": 49.736, ""syzygium cumini"": 303.111, ""termanalia chebula"": 97.482, ""vitex negundo"": 0.318, ""woodfordia fruticosa"": 1.432, ""ziziphus oenoplia"": 0.716}",,,,,,,,,,,,,,,,,,,,,,,,
18.59697_82.823822,18.59697,82.823822,KORAPUT,SEMILIGUDA,HATIMUNDA,,7,5,5.240778237520909,5.260682996602897,5.2,28.0,0.0,3,14.64225476445437,False,"{""climber2 nihali"": 0.318, ""diospyros melanoxylon"": 13.449, ""holarrhena antidysenterica"": 161.144, ""mangifera indica"": 232.048, ""schleichera oleosa"": 496.961}",,,,,,,,,,,,,,,,,,,,,,,,
18.597175_82.821483,18.597175,82.821483,KORAPUT,SEMILIGUDA,HATIMUNDA,,4,0,5.875969267139479,,3.3825,8.0,0.0,0,,True,"{""mangifera indica"": 1.989, ""schleichera oleosa"": 6.446, ""syzygium cumini"": 53.794, ""woodfordia fruticosa"": 5.093}",,,,,,,,,,,,,,,,,,,,,,,,
